Time,CORE_BOTTOM:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_BOTTOM:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_BOTTOM:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_BOTTOM:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_MID:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_MID:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_MID:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_MID:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_TOP:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_TOP:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
05:30:00,0.000000E+00,2.050061E+04,0.000000E+00,1.505345E+00,0.000000E+00,1.611587E+04,0.000000E+00,1.182787E+00,0.000000E+00,1.538063E+04,0.000000E+00,1.128602E+00,1.878047E+03,2.960760E+03,1.115419E-01,2.176237E-01,1.289954E+03,1.881812E+03,7.661350E-02,1.383396E-01,1.783151E+03,2.993460E+03,1.059057E-01,2.200266E-01,1.228567E+03,1.976435E+03,7.296757E-02,1.452941E-01,0.000000E+00,2.798742E+03,0.000000E+00,2.058165E-01,0.000000E+00,1.933676E+03,0.000000E+00,1.422359E-01,0.000000E+00,2.943944E+03,0.000000E+00,2.165069E-01,0.000000E+00,2.090394E+03,0.000000E+00,1.537633E-01,3.632311E+02,3.127925E+03,2.157365E-02,2.299371E-01,3.441651E+02,1.989680E+03,2.044113E-02,1.462848E-01,2.455179E+02,3.161307E+03,1.458229E-02,2.323896E-01,2.746079E+02,2.087265E+03,1.630995E-02,1.534554E-01
05:40:00,0.000000E+00,2.169487E+04,0.000000E+00,1.612040E+00,0.000000E+00,1.714748E+04,0.000000E+00,1.273262E+00,0.000000E+00,1.636913E+04,0.000000E+00,1.215216E+00,1.907078E+03,3.212096E+03,1.132662E-01,2.387973E-01,1.308859E+03,2.043034E+03,7.773633E-02,1.519049E-01,1.811752E+03,3.244661E+03,1.076044E-01,2.412192E-01,1.247372E+03,2.137847E+03,7.408446E-02,1.589581E-01,0.000000E+00,3.075452E+03,0.000000E+00,2.287541E-01,0.000000E+00,2.115188E+03,0.000000E+00,1.573685E-01,0.000000E+00,3.224121E+03,0.000000E+00,2.398302E-01,0.000000E+00,2.274242E+03,0.000000E+00,1.692094E-01,3.909655E+02,3.387580E+03,2.322088E-02,2.518768E-01,3.611495E+02,2.156178E+03,2.144987E-02,1.603377E-01,2.749033E+02,3.420767E+03,1.632759E-02,2.543444E-01,2.922058E+02,2.253783E+03,1.735513E-02,1.675971E-01
05:50:00,0.000000E+00,2.284752E+04,0.000000E+00,1.715614E+00,0.000000E+00,1.813189E+04,0.000000E+00,1.360182E+00,0.000000E+00,1.730885E+04,0.000000E+00,1.298130E+00,1.935946E+03,3.451910E+03,1.149807E-01,2.590873E-01,1.327594E+03,2.196694E+03,7.884904E-02,1.648895E-01,1.840297E+03,3.484289E+03,1.092998E-01,2.615234E-01,1.266046E+03,2.291631E+03,7.519355E-02,1.720345E-01,0.000000E+00,3.342767E+03,0.000000E+00,2.509765E-01,0.000000E+00,2.290221E+03,0.000000E+00,1.720062E-01,0.000000E+00,3.494619E+03,0.000000E+00,2.624153E-01,0.000000E+00,2.451419E+03,0.000000E+00,1.841442E-01,4.180070E+02,3.635779E+03,2.482694E-02,2.729428E-01,3.777471E+02,2.315151E+03,2.243563E-02,1.738156E-01,3.033743E+02,3.668722E+03,1.801856E-02,2.754210E-01,3.093695E+02,2.412709E+03,1.837452E-02,1.811569E-01
06:00:00,0.000000E+00,2.397461E+04,0.000000E+00,1.817295E+00,0.000000E+00,1.908582E+04,0.000000E+00,1.444824E+00,0.000000E+00,1.821580E+04,0.000000E+00,1.378567E+00,1.964583E+03,3.683721E+03,1.166815E-01,2.787632E-01,1.346128E+03,2.345066E+03,7.994983E-02,1.774676E-01,1.868688E+03,3.715886E+03,1.109860E-01,2.812107E-01,1.284550E+03,2.440113E+03,7.629258E-02,1.847015E-01,0.000000E+00,3.603977E+03,0.000000E+00,2.727356E-01,0.000000E+00,2.460977E+03,0.000000E+00,1.863175E-01,0.000000E+00,3.758809E+03,0.000000E+00,2.845205E-01,0.000000E+00,2.624204E+03,0.000000E+00,1.987421E-01,4.443928E+02,3.876289E+03,2.639406E-02,2.934233E-01,3.939703E+02,2.469029E+03,2.339916E-02,1.869048E-01,3.310147E+02,3.908961E+03,1.966021E-02,2.959094E-01,3.261195E+02,2.566525E+03,1.936934E-02,1.943249E-01
06:10:00,0.000000E+00,2.501430E+04,0.000000E+00,1.925666E+00,0.000000E+00,1.994009E+04,0.000000E+00,1.535188E+00,0.000000E+00,1.902788E+04,0.000000E+00,1.464922E+00,1.992949E+03,3.891854E+03,1.183663E-01,2.997241E-01,1.364444E+03,2.487921E+03,8.103767E-02,1.916287E-01,1.896871E+03,3.922613E+03,1.126599E-01,3.020901E-01,1.302863E+03,2.570396E+03,7.738022E-02,1.979509E-01,0.000000E+00,3.851157E+03,0.000000E+00,2.965909E-01,0.000000E+00,2.628155E+03,0.000000E+00,2.024224E-01,0.000000E+00,4.004899E+03,0.000000E+00,3.084249E-01,0.000000E+00,2.778994E+03,0.000000E+00,2.140055E-01,4.701649E+02,4.090532E+03,2.792472E-02,3.150203E-01,4.098368E+02,2.616592E+03,2.434150E-02,2.015369E-01,3.579025E+02,4.121817E+03,2.125715E-02,3.174268E-01,3.424802E+02,2.700483E+03,2.034104E-02,2.079655E-01
06:20:00,0.000000E+00,2.653742E+04,0.000000E+00,2.062674E+00,1.907572E+03,2.130418E+04,1.384637E-01,1.655764E+00,6.216155E+03,2.034613E+04,4.102237E-01,1.581177E+00,4.023537E+03,4.223093E+03,2.544859E-01,3.284712E-01,2.667915E+03,2.755014E+03,1.688443E-01,2.144852E-01,3.921841E+03,4.238013E+03,2.480887E-01,3.295809E-01,2.603307E+03,2.769989E+03,1.647945E-01,2.154193E-01,1.819827E+03,4.216518E+03,1.204022E-01,3.280136E-01,1.208012E+03,2.914716E+03,7.972135E-02,2.269256E-01,1.769975E+03,4.355230E+03,1.174105E-01,3.387495E-01,1.175386E+03,3.001475E+03,7.777122E-02,2.334489E-01,2.538608E+03,4.430497E+03,1.625509E-01,3.446109E-01,1.715624E+03,2.890044E+03,1.096279E-01,2.249964E-01,2.438522E+03,4.445515E+03,1.564806E-01,3.457268E-01,1.655490E+03,2.905215E+03,1.059825E-01,2.259403E-01
06:30:00,0.000000E+00,2.770262E+04,0.000000E+00,2.175700E+00,1.907572E+03,2.231592E+04,1.384637E-01,1.752688E+00,6.216155E+03,2.131175E+04,4.102237E-01,1.673754E+00,4.415459E+03,4.507551E+03,2.913799E-01,3.544468E-01,2.945787E+03,3.076199E+03,1.948570E-01,2.423585E-01,4.302931E+03,4.488424E+03,2.838302E-01,3.528251E-01,2.874466E+03,2.928910E+03,1.900861E-01,2.302321E-01,1.922344E+03,4.531518E+03,1.284377E-01,3.564169E-01,1.300243E+03,3.249521E+03,8.695054E-02,2.559937E-01,1.859993E+03,4.638137E+03,1.244663E-01,3.646691E-01,1.258842E+03,3.181809E+03,8.431271E-02,2.501382E-01,2.704007E+03,4.724513E+03,1.768830E-01,3.714959E-01,1.844673E+03,3.218832E+03,1.209660E-01,2.535721E-01,2.597266E+03,4.704602E+03,1.699309E-01,3.698095E-01,1.780040E+03,3.069522E+03,1.167525E-01,2.412784E-01
06:40:00,0.000000E+00,2.894205E+04,0.000000E+00,2.293534E+00,2.651497E+03,2.340317E+04,1.967835E-01,1.854467E+00,9.209011E+03,2.235517E+04,6.474770E-01,1.771344E+00,5.729810E+03,4.834960E+03,4.006635E-01,3.836067E-01,3.798907E+03,3.508407E+03,2.660155E-01,2.790305E-01,5.610210E+03,4.768501E+03,3.922553E-01,3.781776E-01,3.723092E+03,3.106870E+03,2.606972E-01,2.463975E-01,2.943362E+03,4.886776E+03,2.084659E-01,3.878010E-01,1.986728E+03,3.689177E+03,1.407576E-01,2.933684E-01,2.851459E+03,4.949167E+03,2.021782E-01,3.925859E-01,1.925736E+03,3.380138E+03,1.365842E-01,2.681037E-01,3.867256E+03,5.061447E+03,2.695080E-01,4.015670E-01,2.600125E+03,3.659553E+03,1.814516E-01,2.910227E-01,3.755202E+03,4.993135E+03,2.617830E-01,3.959871E-01,2.531749E+03,3.252734E+03,1.767308E-01,2.579610E-01
06:50:00,0.000000E+00,3.018377E+04,0.000000E+00,2.411428E+00,3.777562E+03,2.449380E+04,2.850489E-01,1.956361E+00,1.200089E+04,2.340746E+04,8.663285E-01,1.869469E+00,6.827032E+03,5.180771E+03,4.930175E-01,4.142051E-01,4.513182E+03,4.027173E+03,3.263487E-01,3.226741E-01,6.699671E+03,5.062736E+03,4.836963E-01,4.046242E-01,4.432420E+03,3.293908E+03,3.204476E-01,2.632617E-01,3.802224E+03,5.257561E+03,2.757823E-01,4.204044E-01,2.566105E+03,4.209622E+03,1.861682E-01,3.372543E-01,3.684073E+03,5.272163E+03,2.674373E-01,4.214320E-01,2.487679E+03,3.586137E+03,1.806283E-01,2.866609E-01,4.828643E+03,5.416066E+03,3.463896E-01,4.330226E-01,3.226112E+03,4.187161E+03,2.318383E-01,3.354737E-01,4.710961E+03,5.295056E+03,3.378700E-01,4.232007E-01,3.153803E+03,3.444542E+03,2.265967E-01,2.753059E-01
07:00:00,0.000000E+00,3.142598E+04,0.000000E+00,2.529304E+00,4.351250E+03,2.558599E+04,3.300168E-01,2.058295E+00,1.434999E+04,2.447068E+04,1.050461E+00,1.968361E+00,7.875271E+03,5.541860E+03,5.816198E-01,4.460040E-01,5.194067E+03,4.629305E+03,3.841212E-01,3.730398E-01,7.740521E+03,5.372128E+03,5.714145E-01,4.322609E-01,5.108563E+03,3.490515E+03,3.776535E-01,2.808745E-01,4.649915E+03,5.640526E+03,3.422223E-01,4.539705E-01,3.136563E+03,4.807391E+03,2.308792E-01,3.873797E-01,4.506296E+03,5.607314E+03,3.318812E-01,4.512369E-01,3.041231E+03,3.799797E+03,2.240143E-01,3.058185E-01,5.760197E+03,5.784352E+03,4.210108E-01,4.655534E-01,3.831396E+03,4.797806E+03,2.806504E-01,3.866233E-01,5.636913E+03,5.610559E+03,4.117015E-01,4.514819E-01,3.755171E+03,3.644926E+03,2.748907E-01,2.933222E-01
07:10:00,1.510355E+03,3.306231E+04,1.238867E-01,2.700207E+00,7.868603E+03,2.703631E+04,6.143275E-01,2.207984E+00,1.984292E+04,2.589973E+04,1.505180E+00,2.115128E+00,9.713234E+03,6.025549E+03,7.449806E-01,4.925239E-01,6.381620E+03,5.404161E+03,4.900585E-01,4.425196E-01,9.569206E+03,5.801349E+03,7.335525E-01,4.741613E-01,6.290173E+03,3.764337E+03,4.828087E-01,3.076750E-01,6.232110E+03,6.147557E+03,4.744723E-01,5.024645E-01,4.180029E+03,5.569724E+03,3.181985E-01,4.559524E-01,6.060055E+03,6.063872E+03,4.616863E-01,4.955888E-01,4.065883E+03,4.092682E+03,3.097163E-01,3.344857E-01,7.442284E+03,6.274342E+03,5.642069E-01,5.128407E-01,4.919200E+03,5.579893E+03,3.737663E-01,4.568655E-01,7.310848E+03,6.045134E+03,5.537102E-01,4.940702E-01,4.837546E+03,3.922142E+03,3.672469E-01,3.205618E-01
07:20:00,1.510355E+03,3.416694E+04,1.238867E-01,2.831420E+00,6.362107E+03,2.789647E+04,5.112632E-01,2.310613E+00,1.622104E+04,2.676154E+04,1.323929E+00,2.216560E+00,8.930186E+03,6.381936E+03,7.282138E-01,5.295740E-01,5.891610E+03,6.119827E+03,4.803907E-01,5.096208E-01,8.781969E+03,6.124631E+03,7.161510E-01,5.082186E-01,5.796969E+03,3.970841E+03,4.726880E-01,3.295149E-01,5.443922E+03,6.533984E+03,4.451207E-01,5.422726E-01,3.666050E+03,6.271389E+03,2.997312E-01,5.220773E-01,5.293809E+03,6.420471E+03,4.328631E-01,5.328517E-01,3.566067E+03,4.321119E+03,2.915696E-01,3.586294E-01,6.490924E+03,6.630787E+03,5.301233E-01,5.501861E-01,4.342415E+03,6.299270E+03,3.546005E-01,5.244847E-01,6.339935E+03,6.368015E+03,5.178246E-01,5.283799E-01,4.248380E+03,4.128298E+03,3.469407E-01,3.425575E-01
07:30:00,2.017256E+03,3.553190E+04,1.697113E-01,2.991192E+00,8.884074E+03,2.901099E+04,7.338529E-01,2.441111E+00,2.038293E+04,2.790212E+04,1.691259E+00,2.348006E+00,1.004335E+04,6.771996E+03,8.335394E-01,5.709238E-01,6.587767E+03,6.830270E+03,5.467764E-01,5.777226E-01,9.896321E+03,6.507935E+03,8.213167E-01,5.487635E-01,6.493657E+03,4.214723E+03,5.389528E-01,3.554017E-01,6.680179E+03,6.953653E+03,5.552401E-01,5.863859E-01,4.459850E+03,6.961065E+03,3.706995E-01,5.886000E-01,6.515428E+03,6.834890E+03,5.415672E-01,5.764547E-01,4.350666E+03,4.585325E+03,3.616392E-01,3.867026E-01,7.723495E+03,7.015159E+03,6.412491E-01,5.913282E-01,5.117816E+03,7.009509E+03,4.249446E-01,5.927673E-01,7.571917E+03,6.745780E+03,6.286452E-01,5.687246E-01,5.023188E+03,4.368565E+03,4.170757E-01,3.683124E-01
07:40:00,2.913532E+03,3.681478E+04,2.488498E-01,3.142277E+00,9.986757E+03,3.004001E+04,8.385154E-01,2.562541E+00,2.098666E+04,2.898260E+04,1.771441E+00,2.472600E+00,1.009850E+04,7.132151E+03,8.546455E-01,6.094683E-01,6.621289E+03,7.502133E+03,5.603921E-01,6.429241E-01,9.948916E+03,6.881833E+03,8.419694E-01,5.882135E-01,6.525476E+03,4.452253E+03,5.522725E-01,3.805572E-01,6.889385E+03,7.339699E+03,5.837858E-01,6.273702E-01,4.589234E+03,7.601354E+03,3.888975E-01,6.512382E-01,6.727307E+03,7.234681E+03,5.700568E-01,6.185132E-01,4.481845E+03,4.839890E+03,3.798019E-01,4.137596E-01,7.834744E+03,7.363899E+03,6.633093E-01,6.291669E-01,5.187266E+03,7.676919E+03,4.391972E-01,6.577864E-01,7.681111E+03,7.108734E+03,6.502858E-01,6.075031E-01,5.091228E+03,4.599048E+03,4.310556E-01,3.930365E-01
07:50:00,3.440913E+03,3.806631E+04,2.953972E-01,3.290377E+00,1.067698E+04,3.103759E+04,9.105564E-01,2.680940E+00,2.167065E+04,3.005972E+04,1.859371E+00,2.596636E+00,1.031911E+04,7.488918E+03,8.882579E-01,6.477595E-01,6.759604E+03,8.159739E+03,5.819159E-01,7.074376E-01,1.016770E+04,7.263599E+03,8.751857E-01,6.283710E-01,6.662535E+03,4.694752E+03,5.735352E-01,4.061551E-01,7.234347E+03,7.717201E+03,6.227153E-01,6.676480E-01,4.807733E+03,8.214178E+03,4.139050E-01,7.119932E-01,7.071935E+03,7.636282E+03,6.086974E-01,6.607490E-01,4.700172E+03,5.095538E+03,4.046220E-01,4.409167E-01,8.108417E+03,7.703153E+03,6.977565E-01,6.662158E-01,5.360039E+03,8.325598E+03,4.613179E-01,7.217294E-01,7.952704E+03,7.473651E+03,6.843103E-01,6.464691E-01,5.262559E+03,4.830756E+03,4.529000E-01,4.178733E-01
08:00:00,4.024545E+03,3.929467E+04,3.469087E-01,3.436321E+00,1.187212E+04,3.201195E+04,1.021706E+00,2.797143E+00,2.269859E+04,3.114261E+04,1.973297E+00,2.721053E+00,1.054795E+04,7.845217E+03,9.221600E-01,6.860589E-01,6.904460E+03,8.794905E+03,6.037176E-01,7.705353E-01,1.039435E+04,7.651746E+03,9.086633E-01,6.691385E-01,6.805740E+03,4.941400E+03,5.950431E-01,4.321444E-01,7.571661E+03,8.087701E+03,6.608615E-01,7.073557E-01,5.022221E+03,8.790221E+03,4.384717E-01,7.700351E-01,7.408365E+03,8.037425E+03,6.465138E-01,7.029887E-01,4.914111E+03,5.350839E+03,4.289732E-01,4.680649E-01,8.381534E+03,8.035555E+03,7.319030E-01,7.027063E-01,5.533344E+03,8.947096E+03,4.833076E-01,7.838417E-01,8.223823E+03,7.838565E+03,7.180430E-01,6.854789E-01,5.434490E+03,5.062560E+03,4.746201E-01,4.427418E-01
08:10:00,3.085052E+03,3.819528E+04,2.734066E-01,3.368382E+00,1.008514E+04,3.071007E+04,8.901185E-01,2.708284E+00,2.049888E+04,3.000108E+04,1.809238E+00,2.645764E+00,9.952085E+03,7.668496E+03,8.783496E-01,6.763351E-01,6.519649E+03,9.029435E+03,5.754099E-01,7.963567E-01,9.798197E+03,7.514203E+03,8.647674E-01,6.627293E-01,6.420591E+03,4.850751E+03,5.666671E-01,4.278217E-01,7.159200E+03,7.917666E+03,6.318503E-01,6.982815E-01,4.753211E+03,8.952468E+03,4.195048E-01,7.895289E-01,6.998174E+03,7.902463E+03,6.176382E-01,6.969417E-01,4.646583E+03,5.259011E+03,4.100937E-01,4.638066E-01,7.878558E+03,7.823999E+03,6.953364E-01,6.900371E-01,5.207206E+03,9.160696E+03,4.595723E-01,8.079164E-01,7.721347E+03,7.666781E+03,6.814601E-01,6.761735E-01,5.108457E+03,4.950064E+03,4.508563E-01,4.365724E-01
08:20:00,3.644129E+03,3.878306E+04,3.227509E-01,3.420272E+00,1.138258E+04,3.123832E+04,1.004630E+00,2.754903E+00,2.112589E+04,3.071086E+04,1.864578E+00,2.708390E+00,9.944440E+03,7.869779E+03,8.776733E-01,6.940987E-01,6.507149E+03,9.465501E+03,5.743056E-01,8.348396E-01,9.790670E+03,7.752447E+03,8.641016E-01,6.837520E-01,6.408050E+03,4.995769E+03,5.655592E-01,4.406188E-01,7.284611E+03,8.091915E+03,6.429194E-01,7.136591E-01,4.824932E+03,9.297217E+03,4.258351E-01,8.199559E-01,7.125487E+03,8.111110E+03,6.288752E-01,7.153528E-01,4.719540E+03,5.382430E+03,4.165332E-01,4.746983E-01,7.943908E+03,7.986023E+03,7.011042E-01,7.043380E-01,5.240951E+03,9.572284E+03,4.625506E-01,8.442410E-01,7.787357E+03,7.866369E+03,6.872862E-01,6.937868E-01,5.142461E+03,5.070410E+03,4.538574E-01,4.471934E-01
08:30:00,3.686281E+03,3.832307E+04,3.253859E-01,3.379710E+00,1.053222E+04,3.074277E+04,9.295772E-01,2.711205E+00,2.012273E+04,3.041747E+04,1.776039E+00,2.682521E+00,9.652389E+03,7.876263E+03,8.518982E-01,6.946706E-01,6.316472E+03,9.745270E+03,5.574772E-01,8.595149E-01,9.498631E+03,7.794782E+03,8.383277E-01,6.874861E-01,6.217291E+03,5.014142E+03,5.487236E-01,4.422394E-01,7.092159E+03,8.055399E+03,6.259376E-01,7.104382E-01,4.697312E+03,9.483423E+03,4.145740E-01,8.363793E-01,6.934302E+03,8.109272E+03,6.120051E-01,7.151903E-01,4.592754E+03,5.370462E+03,4.053457E-01,4.736428E-01,7.708797E+03,7.948909E+03,6.803573E-01,7.010649E-01,5.086395E+03,9.823991E+03,4.489117E-01,8.664417E-01,7.552621E+03,7.865652E+03,6.665727E-01,6.937237E-01,4.988029E+03,5.061282E+03,4.402297E-01,4.463884E-01
08:40:00,3.330499E+03,3.812429E+04,2.939515E-01,3.362171E+00,1.033420E+04,3.052048E+04,9.121004E-01,2.691595E+00,1.963034E+04,3.042322E+04,1.732580E+00,2.683023E+00,9.472136E+03,7.957890E+03,8.359908E-01,7.018661E-01,6.197617E+03,1.002755E+04,5.469882E-01,8.844052E-01,9.318422E+03,7.914650E+03,8.224243E-01,6.980544E-01,6.098369E+03,5.076787E+03,5.382287E-01,4.477620E-01,6.999052E+03,8.085822E+03,6.177244E-01,7.131176E-01,4.633562E+03,9.677877E+03,4.089503E-01,8.535246E-01,6.842323E+03,8.176966E+03,6.038915E-01,7.211569E-01,4.529742E+03,5.397665E+03,3.997872E-01,4.760396E-01,7.579872E+03,7.981359E+03,6.689827E-01,7.039233E-01,5.000072E+03,1.007390E+04,4.412954E-01,8.884775E-01,7.424060E+03,7.936871E+03,6.552306E-01,7.000014E-01,4.901825E+03,5.092811E+03,4.326240E-01,4.491668E-01
